Year,State,Energy Source,"Sum of CO2
(Metric Tons)","Sum of SO2
(Metric Tons)","Sum of NOx
(Metric Tons)"
1992,TN,All Sources,105629520,1537920,455719
1992,TN,Coal,104093548,1530614,449947
1992,TN,Natural Gas,1080244,6,2274
1992,TN,Other,250328,6920,3326
1992,TN,Petroleum,205400,381,175
1992,TX,All Sources,422612352,1145230,1253371
1992,TX,Coal,251815100,1020209,912452
1992,TX,Natural Gas,165881560,809,323111
1992,TX,Other,0,24738,10417
1992,TX,Petroleum,4915692,99477,7392
1992,UT,All Sources,59844588,54836,211922
1992,UT,Coal,58948884,54812,210032
1992,UT,Geothermal,9576,0,0
1992,UT,Natural Gas,832582,2,1859
1992,UT,Petroleum,53546,22,32
1992,VA,All Sources,64991734,449503,241813
1992,VA,Coal,56789844,412195,221954
1992,VA,Natural Gas,2856028,11,4230
1992,VA,Other,1157248,21974,9612
1992,VA,Petroleum,4188614,15324,6018
1992,VT,All Sources,91786,20,480
1992,VT,Natural Gas,84056,0,189
1992,VT,Other,0,15,290
1992,VT,Petroleum,7730,4,2
1992,WA,All Sources,22612322,154127,134803
1992,WA,Coal,19918550,133952,124801
1992,WA,Natural Gas,2244648,13,3680
1992,WA,Other,219100,18726,5830
1992,WA,Petroleum,230024,1435,493
1992,WI,All Sources,76007212,610448,345707
1992,WI,Coal,74189502,561553,331705
1992,WI,Natural Gas,1142102,6,3397
1992,WI,Other,169836,37202,9485
1992,WI,Petroleum,505772,11687,1120
1992,WV,All Sources,137802166,2000274,566348
1992,WV,Coal,136738294,1999595,564400
1992,WV,Natural Gas,409666,2,946
1992,WV,Other,0,0,2
1992,WV,Petroleum,654206,677,1002
1992,WY,All Sources,88206228,156760,391029
1992,WY,Coal,87683784,155242,389856
1992,WY,Natural Gas,393478,2,1018
1992,WY,Other,0,1194,8
1992,WY,Petroleum,128966,323,149
1993,AK,All Sources,8084674,20574,23376
1993,AK,Coal,3053648,18288,12258
1993,AK,Natural Gas,4080006,22,9704
1993,AK,Other,0,1414,392
1993,AK,Petroleum,951020,852,1023
1993,AL,All Sources,133666134,1095123,535566
1993,AL,Coal,129191814,1039698,513697
1993,AL,Natural Gas,3652752,16,6800
1993,AL,Other,0,54258,14179
1993,AL,Petroleum,821568,1150,890
1993,AR,All Sources,43507580,146977,187568
1993,AR,Coal,37967946,120783,167415
1993,AR,Natural Gas,5246106,29,12105
1993,AR,Other,148594,25965,7914
1993,AR,Petroleum,144934,200,134
1993,AZ,All Sources,75257492,246126,321391
1993,AZ,Coal,72960388,244708,315326
1993,AZ,Natural Gas,2185908,10,5707
1993,AZ,Other,0,1086,186
1993,AZ,Petroleum,111196,322,172
1993,CA,All Sources,108906414,124400,195903
1993,CA,Coal,8755882,66150,33256
1993,CA,Geothermal,742754,0,0
1993,CA,Natural Gas,90947120,437,132562
1993,CA,Other,929078,2176,19215
1993,CA,Petroleum,7531580,55638,10872
1993,CO,All Sources,64993604,181150,268379
1993,CO,Coal,62971724,180974,263794
1993,CO,Natural Gas,1998140,4,4245
1993,CO,Other,0,164,336
1993,CO,Petroleum,23740,10,6
1993,CT,All Sources,17265390,58846,43478
1993,CT,Coal,6759726,16927,23173
1993,CT,Natural Gas,1214840,6,2677
1993,CT,Other,1525278,1599,7366
1993,CT,Petroleum,7765546,40314,10263
1993,DC,All Sources,450758,2420,420
1993,DC,Petroleum,450758,2420,420
1993,DE,All Sources,17867202,162970,53631
1993,DE,Coal,11369332,75842,41930
1993,DE,Natural Gas,950952,4,2246
1993,DE,Other,0,344,0
1993,DE,Petroleum,5546918,86779,9454
1993,FL,All Sources,201142044,1385859,633657
1993,FL,Coal,118211272,850728,463004
1993,FL,Natural Gas,22241886,121,55547
1993,FL,Other,4123812,64464,21943
1993,FL,Petroleum,56565074,470548,93165
1993,GA,All Sources,128684538,1369032,499663
1993,GA,Coal,121085346,1297187,469854
1993,GA,Natural Gas,1638350,2,3218
1993,GA,Other,202546,60153,18347
1993,GA,Petroleum,5758296,11692,8245
1993,HI,All Sources,15540990,43697,29469
1993,HI,Coal,2682502,5827,10190
1993,HI,Geothermal,7822,0,0
1993,HI,Other,493890,90,1292
1993,HI,Petroleum,12356776,37780,17988
1993,IA,All Sources,64696190,406959,319281
1993,IA,Coal,63060192,395578,314190
1993,IA,Natural Gas,1491276,6,3585
1993,IA,Other,3962,354,440
1993,IA,Petroleum,140760,11020,1067
1993,ID,All Sources,1411684,17504,6230
1993,ID,Coal,638558,11033,3233
1993,ID,Natural Gas,702160,4,1256
1993,ID,Other,68762,6467,1738
1993,ID,Petroleum,2204,0,4
1993,IL,All Sources,140087742,1561937,755134
1993,IL,Coal,133529288,1553286,740161
1993,IL,Natural Gas,4172244,15,9246
1993,IL,Other,152448,224,2930
1993,IL,Petroleum,2233762,8414,2796
1993,IN,All Sources,201161662,2310783,949649
1993,IN,Coal,197239256,2309799,941960
1993,IN,Natural Gas,1874082,8,4271
1993,IN,Other,641642,224,1758
1993,IN,Petroleum,1406682,752,1662
1993,KS,All Sources,60665638,128354,293922
1993,KS,Coal,57824916,127176,286911
1993,KS,Natural Gas,2670660,8,6634
1993,KS,Petroleum,170062,1171,378
1993,KY,All Sources,154144976,1784694,688244
1993,KY,Coal,153932754,1784370,688016
1993,KY,Natural Gas,29106,0,68
1993,KY,Petroleum,183116,324,162
1993,LA,All Sources,97880774,471031,313784
1993,LA,Coal,41681296,212792,189907
1993,LA,Natural Gas,48789586,230,96853
1993,LA,Other,1726,37009,11472
1993,LA,Petroleum,7408166,221000,15551
1993,MA,All Sources,49396546,274938,112494
1993,MA,Coal,18133780,140271,66922
1993,MA,Natural Gas,9113326,44,15535
1993,MA,Other,2323180,1261,6160
1993,MA,Petroleum,19826260,133363,23879
1993,MD,All Sources,57267078,521382,205067
1993,MD,Coal,47197376,456939,186304
1993,MD,Natural Gas,1244708,6,2840
1993,MD,Other,584432,4791,2515
1993,MD,Petroleum,8240562,59649,13406
1993,ME,All Sources,9407442,44728,31247
1993,ME,Coal,2201010,8175,7986
1993,ME,Natural Gas,15290,0,32
1993,ME,Other,759716,21004,12800
1993,ME,Petroleum,6431426,15548,10429
1993,MI,All Sources,139549586,747679,623229
1993,MI,Coal,125121244,712566,591332
1993,MI,Natural Gas,11624444,61,21345
1993,MI,Other,790704,8909,6833
1993,MI,Petroleum,2013194,26144,3721
1993,MN,All Sources,66665302,244024,351562
1993,MN,Coal,63420290,227543,340232
1993,MN,Natural Gas,1519036,4,3107
1993,MN,Other,377282,16316,8130
1993,MN,Petroleum,1348694,160,92
1993,MO,All Sources,86385796,883295,464541
1993,MO,Coal,84402874,873653,459542
1993,MO,Natural Gas,614470,2,1624
1993,MO,Other,0,2,4
1993,MO,Petroleum,1368452,9638,3372
1993,MS,All Sources,30147942,290450,101983
1993,MS,Coal,17661662,162725,67955
1993,MS,Natural Gas,6529102,30,15156
1993,MS,Other,0,31542,8452
1993,MS,Petroleum,5957178,96154,10420
1993,MT,All Sources,30283982,38820,136801
1993,MT,Coal,30068668,36985,135849
1993,MT,Natural Gas,164324,0,368
1993,MT,Other,0,1788,554
1993,MT,Petroleum,50990,48,30
1993,NC,All Sources,123850818,888710,503925
1993,NC,Coal,120939978,857739,492323
1993,NC,Natural Gas,665438,4,1431
1993,NC,Other,57198,29835,7183
1993,NC,Petroleum,2188204,1131,2986
1993,ND,All Sources,60892886,268653,138090
1993,ND,Coal,60617656,267306,137659
1993,ND,Natural Gas,1242,0,24
1993,ND,Petroleum,273988,1348,407
1993,NE,All Sources,31398006,110314,159280
1993,NE,Coal,31168008,110278,158809
1993,NE,Natural Gas,194132,0,452
1993,NE,Petroleum,35866,36,20
1993,NH,All Sources,9332910,94150,39622
1993,NH,Coal,6577880,71774,34470
1993,NH,Natural Gas,14634,0,27
1993,NH,Other,204858,165,1924
1993,NH,Petroleum,2535538,22210,3201
1993,NJ,All Sources,32340316,110387,92789
1993,NJ,Coal,10692038,102199,58178
1993,NJ,Natural Gas,17498978,84,26354
1993,NJ,Other,1269952,300,4189
1993,NJ,Petroleum,2879348,7805,4069
1993,NM,All Sources,55848444,104710,218443
1993,NM,Coal,52239076,104640,210628
1993,NM,Natural Gas,3536464,14,7721
1993,NM,Other,0,0,36
1993,NM,Petroleum,72904,54,59
1993,NV,All Sources,36379158,96658,148071
1993,NV,Coal,31407954,94484,141049
1993,NV,Geothermal,71874,0,0
1993,NV,Natural Gas,4355376,21,6243
1993,NV,Other,0,0,10
1993,NV,Petroleum,543954,2154,769
1993,NY,All Sources,107225316,610481,314154
1993,NY,Coal,50695034,466995,188189
1993,NY,Natural Gas,28240222,148,64306
1993,NY,Other,2195104,14359,12362
1993,NY,Petroleum,26094956,128979,49296
1993,OH,All Sources,237534074,3952762,1026774
1993,OH,Coal,234969208,3942082,1019301
1993,OH,Natural Gas,804576,0,1864
1993,OH,Other,14580,3464,2841
1993,OH,Petroleum,1745710,7217,2771
1993,OK,All Sources,84208000,220092,336744
1993,OK,Coal,65017496,215214,297946
1993,OK,Natural Gas,18838494,91,37231
1993,OK,Other,0,4683,1093
1993,OK,Petroleum,352010,104,474
1993,OR,All Sources,9424402,31136,34723
1993,OR,Coal,6962294,27032,28194
1993,OR,Natural Gas,2245522,11,4767
1993,OR,Other,142260,4054,1728
1993,OR,Petroleum,74326,38,36
1993,PA,All Sources,224379334,2338704,846947
1993,PA,Coal,207659590,2251324,808169
1993,PA,Natural Gas,4523960,17,8962
1993,PA,Other,1895714,5423,10308
1993,PA,Petroleum,10300070,81939,19509
1993,RI,All Sources,4357022,2035,4444
1993,RI,Natural Gas,3988992,20,3016
1993,RI,Other,0,0,810
1993,RI,Petroleum,368030,2014,617
1993,SC,All Sources,52766864,377388,212116
1993,SC,Coal,51735418,354259,204218
1993,SC,Natural Gas,350186,0,771
1993,SC,Other,226866,22073,5810
1993,SC,Petroleum,454394,1058,1318
1993,SD,All Sources,5628982,55802,18332
1993,SD,Coal,5581564,55774,18270
1993,SD,Natural Gas,20014,0,48
1993,SD,Petroleum,27404,30,14
1993,TN,All Sources,122434750,1632060,529130
1993,TN,Coal,120967624,1624440,523830
1993,TN,Natural Gas,811114,2,1714
1993,TN,Other,271770,7200,3400
1993,TN,Petroleum,384242,420,187
1993,TX,All Sources,454175734,1251914,1311854
1993,TX,Coal,269609592,1124424,942766
1993,TX,Natural Gas,178798852,874,347258
1993,TX,Other,0,26526,12327
1993,TX,Petroleum,5767290,100089,9502
1993,UT,All Sources,61388084,59853,213343
1993,UT,Coal,60516662,59833,211488
1993,UT,Geothermal,7612,0,0
1993,UT,Natural Gas,808732,2,1817
1993,UT,Petroleum,55078,18,40
1993,VA,All Sources,74138286,477722,269624
1993,VA,Coal,63462008,432957,245264
1993,VA,Natural Gas,4637584,22,6709
1993,VA,Other,1058014,22851,10055
1993,VA,Petroleum,4980680,21892,7597
1993,VT,All Sources,43866,24,295
1993,VT,Natural Gas,28416,0,48
1993,VT,Other,0,16,246
1993,VT,Petroleum,15450,9,3
1993,WA,All Sources,22285406,152498,126059
1993,WA,Coal,18139778,133647,115104
1993,WA,Natural Gas,3548082,22,4762
1993,WA,Other,234666,17719,5580
1993,WA,Petroleum,362880,1111,614
1993,WI,All Sources,78809068,484002,364523
1993,WI,Coal,76202424,413205,349012
1993,WI,Natural Gas,1085912,2,2804
1993,WI,Other,180838,40727,10193
1993,WI,Petroleum,1339894,30068,2515
1993,WV,All Sources,137084928,1898088,562150
1993,WV,Coal,135948054,1897382,559986
1993,WV,Natural Gas,672268,2,1544
1993,WV,Petroleum,464606,706,621
1993,WY,All Sources,83659386,149890,376201
1993,WY,Coal,83013920,148831,374788
1993,WY,Natural Gas,442510,2,1118
1993,WY,Other,0,248,0
1993,WY,Petroleum,202956,810,296
1994,AK,All Sources,8221702,22310,23927
1994,AK,Coal,2953442,19228,11954
1994,AK,Natural Gas,4376926,22,10362
1994,AK,Other,0,2478,570
1994,AK,Petroleum,891334,582,1040
1994,AL,All Sources,126590494,1026180,477192
1994,AL,Coal,121351086,975552,453226
1994,AL,Natural Gas,4259740,12,7171
1994,AL,Other,14710,49332,15847
1994,AL,Petroleum,964958,1282,948
1994,AR,All Sources,48295528,156874,205199
1994,AR,Coal,42056628,131056,183916
1994,AR,Natural Gas,5890490,30,13598
1994,AR,Other,187140,25301,7515
1994,AR,Petroleum,161270,486,169
1994,AZ,All Sources,78038160,260174,331600
1994,AZ,Coal,75026162,257960,324025
1994,AZ,Natural Gas,2779242,14,6969
1994,AZ,Other,0,1184,204
1994,AZ,Petroleum,232756,1015,402
1994,CA,All Sources,124498282,146947,216703
1994,CA,Coal,9136932,49725,33502
1994,CA,Geothermal,681102,0,0
1994,CA,Natural Gas,106373380,522,148015
1994,CA,Other,946240,2834,20036
1994,CA,Petroleum,7360628,93868,15154
1994,CO,All Sources,67674050,195910,278064
1994,CO,Coal,64847334,195655,272083
1994,CO,Natural Gas,2798080,10,5545
1994,CO,Other,0,216,426
1994,CO,Petroleum,28636,31,11
1994,CT,All Sources,17020352,49406,40726
1994,CT,Coal,7002872,17500,23486
1994,CT,Natural Gas,2023308,10,4272
1994,CT,Other,1566064,298,4646
1994,CT,Petroleum,6428108,31599,8324
1994,DC,All Sources,622802,3064,552
1994,DC,Petroleum,622802,3064,552
1994,DE,All Sources,17385136,156100,49327
1994,DE,Coal,10377650,70511,38080
1994,DE,Natural Gas,1915580,10,4193
1994,DE,Other,0,460,0
1994,DE,Petroleum,5091906,85118,7055
1994,FL,All Sources,208187250,1351837,632526
1994,FL,Coal,122281680,832513,462550
1994,FL,Natural Gas,25738072,134,61248
1994,FL,Other,4311488,64286,22481
1994,FL,Petroleum,55856010,454906,86245
1994,GA,All Sources,134030318,1128533,486984
1994,GA,Coal,126628000,1055256,456069
1994,GA,Natural Gas,1782130,2,3438
1994,GA,Other,220004,65839,19468
1994,GA,Petroleum,5400184,7436,8009
1994,HI,All Sources,15934696,41530,30332
1994,HI,Coal,2738624,6562,10676
1994,HI,Geothermal,9522,0,0
1994,HI,Other,464626,96,1346
1994,HI,Petroleum,12721924,34873,18310
1994,IA,All Sources,65428736,382493,309824
1994,IA,Coal,63505684,360960,304478
1994,IA,Natural Gas,1546634,6,2850
1994,IA,Other,2936,132,384
1994,IA,Petroleum,373482,21396,2111
1994,ID,All Sources,1345762,15980,5806
1994,ID,Coal,574100,9559,2913
1994,ID,Natural Gas,693034,4,1250
1994,ID,Other,78356,6418,1642
1994,ID,Petroleum,272,0,0
1994,IL,All Sources,145398090,1543625,759726
1994,IL,Coal,135763392,1521042,739987
1994,IL,Natural Gas,6555270,26,12970
1994,IL,Other,185532,196,3408
1994,IL,Petroleum,2893896,22360,3361
1994,IN,All Sources,208041432,2276558,948919
1994,IN,Coal,203523902,2275584,939321
1994,IN,Natural Gas,2566890,11,6340
1994,IN,Other,634770,212,1685
1994,IN,Petroleum,1315870,752,1574
1994,KS,All Sources,60823082,129844,293705
1994,KS,Coal,57283078,129431,284883
1994,KS,Natural Gas,3404502,10,8664
1994,KS,Petroleum,135502,403,158
1994,KY,All Sources,150994172,1625280,635178
1994,KY,Coal,150685118,1624922,634916
1994,KY,Natural Gas,37950,0,74
1994,KY,Petroleum,271104,358,188
1994,LA,All Sources,99296128,496770,303305
1994,LA,Coal,42984448,229121,174382
1994,LA,Natural Gas,51246904,252,101496
1994,LA,Other,1838,38874,11948
1994,LA,Petroleum,5062938,228521,15480
1994,MA,All Sources,49981492,232146,97365
1994,MA,Coal,18783650,127415,53491
1994,MA,Natural Gas,11629358,54,18702
1994,MA,Other,2560054,1239,6757
1994,MA,Petroleum,17008430,103437,18415
1994,MD,All Sources,59064540,486204,197040
1994,MD,Coal,48397848,423204,177591
1994,MD,Natural Gas,2010092,13,4440
1994,MD,Other,615278,4849,2567
1994,MD,Petroleum,8041322,58138,12444
1994,ME,All Sources,9506492,41384,28163
1994,ME,Coal,2132100,7846,7758
1994,ME,Natural Gas,14176,0,30
1994,ME,Other,777068,20392,11140
1994,ME,Petroleum,6583148,13146,9233
1994,MI,All Sources,150463528,811004,640559
1994,MI,Coal,135227764,772777,604578
1994,MI,Natural Gas,12021230,65,24489
1994,MI,Other,773722,8191,7321
1994,MI,Petroleum,2440812,29972,4170
1994,MN,All Sources,67493978,251778,345227
1994,MN,Coal,64142390,234734,333258
1994,MN,Natural Gas,1678838,6,3730
1994,MN,Other,374430,16803,8083
1994,MN,Petroleum,1298320,236,156
1994,MO,All Sources,101401710,986894,515233
1994,MO,Coal,99217290,974783,509555
1994,MO,Natural Gas,556136,2,1400
1994,MO,Petroleum,1628284,12110,4278
1994,MS,All Sources,30654742,199841,108423
1994,MS,Coal,17285688,139928,69374
1994,MS,Natural Gas,11542078,58,27098
1994,MS,Other,0,31064,8819
1994,MS,Petroleum,1826976,28790,3131
1994,MT,All Sources,35791614,40077,164825
1994,MT,Coal,35555388,38095,163749
1994,MT,Natural Gas,187376,0,414
1994,MT,Other,0,1916,628
1994,MT,Petroleum,48850,66,34
1994,NC,All Sources,113480802,787243,452144
1994,NC,Coal,110553852,754277,440981
1994,NC,Natural Gas,557920,2,1097
1994,NC,Other,57198,30844,7132
1994,NC,Petroleum,2311832,2120,2935
1994,ND,All Sources,60807486,277992,132775
1994,ND,Coal,60592792,277026,132486
1994,ND,Natural Gas,648,0,0
1994,ND,Petroleum,214046,967,290
1994,NE,All Sources,30200742,102818,155150
1994,NE,Coal,29841912,102796,154398
1994,NE,Natural Gas,320418,0,742
1994,NE,Petroleum,38412,22,10
1994,NH,All Sources,9266448,91353,39524
1994,NH,Coal,6225202,68253,33514
1994,NH,Natural Gas,137662,0,257
1994,NH,Other,211698,155,2152
1994,NH,Petroleum,2691886,22944,3601
1994,NJ,All Sources,37487526,102097,89025
1994,NJ,Coal,11752078,91053,49569
1994,NJ,Natural Gas,19496842,88,28547
1994,NJ,Other,1663012,368,5021
1994,NJ,Petroleum,4575594,10588,5886
1994,NM,All Sources,57859626,114380,225922
1994,NM,Coal,53781984,114338,217100
1994,NM,Natural Gas,4033490,16,8737
1994,NM,Other,0,0,48
1994,NM,Petroleum,44152,26,35
1994,NV,All Sources,39315024,96634,154086
1994,NV,Coal,32917818,95516,143825
1994,NV,Geothermal,66614,0,0
1994,NV,Natural Gas,6050960,27,9686
1994,NV,Other,0,0,126
1994,NV,Petroleum,279632,1091,450
1994,NY,All Sources,106807920,538655,290386
1994,NY,Coal,49297084,444531,174607
1994,NY,Natural Gas,33492230,174,65994
1994,NY,Other,2661588,6848,11451
1994,NY,Petroleum,21357018,87105,38333
1994,OH,All Sources,228718858,3810822,975308
1994,OH,Coal,226193040,3784716,966541
1994,OH,Natural Gas,670668,0,1618
1994,OH,Other,13378,19801,4682
1994,OH,Petroleum,1841772,6305,2466
1994,OK,All Sources,82247444,198249,327651
1994,OK,Coal,63024958,193145,286125
1994,OK,Natural Gas,18958584,97,39971
1994,OK,Other,0,4841,1178
1994,OK,Petroleum,263902,167,376
1994,OR,All Sources,11881126,34730,41194
1994,OR,Coal,8324082,30532,31843
1994,OR,Natural Gas,3371406,16,7438
1994,OR,Other,140228,4149,1869
1994,OR,Petroleum,45410,33,44
1994,PA,All Sources,216539470,2283293,693277
1994,PA,Coal,197406834,2194610,652684
1994,PA,Natural Gas,5024774,23,9740
1994,PA,Other,1990028,6617,9171
1994,PA,Petroleum,12117834,82046,21685
1994,RI,All Sources,4637726,1592,4703
1994,RI,Natural Gas,4261002,21,3342
1994,RI,Other,0,0,746
1994,RI,Petroleum,376724,1571,617
1994,SC,All Sources,54251228,395734,214083
1994,SC,Coal,53001570,373572,205862
1994,SC,Natural Gas,456832,0,1051
1994,SC,Other,187046,21338,5770
1994,SC,Petroleum,605780,823,1400
1994,SD,All Sources,6184588,60578,19740
1994,SD,Coal,6125430,60542,19662
1994,SD,Natural Gas,16388,0,40
1994,SD,Other,0,24,30
1994,SD,Petroleum,42770,12,8
1994,TN,All Sources,110458034,1550413,461164
1994,TN,Coal,108781772,1540561,455484
1994,TN,Natural Gas,820188,2,1707
1994,TN,Other,271024,9014,3639
1994,TN,Petroleum,585050,836,334
1994,TX,All Sources,443822150,1123169,1259931
1994,TX,Coal,261154014,1022505,899635
1994,TX,Natural Gas,177752098,868,344337
1994,TX,Other,0,25863,9469
1994,TX,Petroleum,4916038,73933,6494
1994,UT,All Sources,63209318,54417,214764
1994,UT,Coal,62072404,54393,212270
1994,UT,Geothermal,10010,0,0
1994,UT,Natural Gas,1075840,4,2456
1994,UT,Petroleum,51064,20,36
1994,VA,All Sources,70536014,448359,247429
1994,VA,Coal,58797604,399321,223880
1994,VA,Natural Gas,4909276,25,6839
1994,VA,Other,1040746,24052,8583
1994,VA,Petroleum,5788388,24965,8127
1994,VT,All Sources,42092,54,329
1994,VT,Natural Gas,17618,0,30
1994,VT,Other,0,20,288
1994,VT,Petroleum,24474,36,11
1994,WA,All Sources,25431426,148821,133527
1994,WA,Coal,19886524,129110,122289
1994,WA,Natural Gas,4897152,31,5067
1994,WA,Other,241710,17497,5531
1994,WA,Petroleum,406040,2184,643
1994,WI,All Sources,83444676,510782,377537
1994,WI,Coal,80055878,433508,360352
1994,WI,Natural Gas,1457352,4,3653
1994,WI,Other,180664,41856,10418
1994,WI,Petroleum,1750782,35414,3116
1994,WV,All Sources,148992532,1981042,570106
1994,WV,Coal,147719342,1980282,567786
1994,WV,Natural Gas,752038,2,1763
1994,WV,Other,0,0,4
1994,WV,Petroleum,521152,758,554
1994,WY,All Sources,88470278,171918,395964
1994,WY,Coal,87864330,171164,394462
1994,WY,Natural Gas,456958,2,1282
1994,WY,Other,0,272,34
1994,WY,Petroleum,148990,480,186
1995,AK,All Sources,8192636,33408,37856
1995,AK,Coal,3083402,26548,6970
1995,AK,Natural Gas,4210324,16,16936
1995,AK,Other Biomass,0,82,146
1995,AK,Petroleum,898910,5102,13564
